product_id,category,sub_category,brand,product_title,Img_URL,short_description,long_description,price,currency,discount_percentage,stock_quantity,rating,review_count,variants,specifications,tags,reviews
WATCH037,Electronics,Smartwatch,Garmin,Forerunner 965,null,Professional running watch,"Advanced metrics for serious athletes.",54999,INR,10,15,4.8,67,"[{""color"":""Black""}]","{""display"":""1.4 inch AMOLED"",""battery"":""23 days"",""sensors"":""GPS, Heart Rate, Training Load""}","[""garmin"",""running"",""professional""]","[{""rating"":5,""comment"":""Best for runners""},{""rating"":5,""comment"":""Super accurate""}]"
WATCH038,Electronics,Smartwatch,Fire-Boltt,Glacier,null,AMOLED display with metal body,"Premium look at affordable price.",2599,INR,22,95,4.2,178,"[{""color"":""Silver""}]","{""display"":""1.43 inch AMOLED"",""battery"":""5 days"",""sensors"":""Heart Rate, SpO2""}","[""fire-boltt"",""amoled"",""metal""]","[{""rating"":4,""comment"":""Nice AMOLED screen""},{""rating"":4,""comment"":""Looks expensive""}]"
WATCH039,Electronics,Smartwatch,Samsung,Galaxy Watch FE 2025,null,New fan edition watch,"Balanced features with good value.",23999,INR,12,30,4.4,89,"[{""color"":""Black""}]","{""display"":""1.5 inch AMOLED"",""battery"":""2 days"",""sensors"":""BioActive Sensor""}","[""samsung"",""fe"",""value""]","[{""rating"":4,""comment"":""Great value""},{""rating"":4,""comment"":""Reliable""}]"
WATCH040,Electronics,Smartwatch,Boat,Storm Pro,null,Large dial with calling,"Big screen and strong battery life.",2399,INR,20,105,4.1,167,"[{""color"":""Green""}]","{""display"":""2.01 inch HD"",""battery"":""8 days"",""sensors"":""Heart Rate, SpO2"",""bluetooth_calling"":""Yes""}","[""boat"",""large dial""]","[{""rating"":4,""comment"":""Big clear display""},{""rating"":4,""comment"":""Good calling""}]"
WATCH041,Electronics,Smartwatch,Apple,Watch SE 2025,null,Updated budget Apple Watch,"Excellent performance at lower price.",31999,INR,12,38,4.6,124,"[{""color"":""Midnight""}]","{""display"":""1.57 inch Retina"",""battery"":""18 hours"",""sensors"":""Heart Rate, Crash Detection""}","[""apple"",""se"",""value""]","[{""rating"":5,""comment"":""Best entry level Apple Watch""},{""rating"":4,""comment"":""Smooth experience""}]"
WATCH042,Electronics,Smartwatch,Xiaomi,Redmi Watch 5 Active,null,Affordable large display watch,"Long battery with basic health tracking.",2799,INR,20,80,4.2,145,"[{""color"":""Black""}]","{""display"":""2.0 inch"",""battery"":""16 days"",""sensors"":""Heart Rate, SpO2""}","[""xiaomi"",""redmi"",""budget""]","[{""rating"":4,""comment"":""Very long battery""},{""rating"":4,""comment"":""Good for daily use""}]"
WATCH043,Electronics,Smartwatch,Noise,ColorFit Ultra 3,null,Advanced health features,"Good build with multiple sports modes.",3599,INR,18,65,4.3,112,"[{""color"":""Black""}]","{""display"":""1.85 inch AMOLED"",""battery"":""9 days"",""sensors"":""Heart Rate, SpO2, Stress""}","[""noise"",""health""]","[{""rating"":4,""comment"":""Many useful features""},{""rating"":4,""comment"":""Nice display""}]"
WATCH044,Electronics,Smartwatch,Garmin,Instinct 2 Solar,null,Solar powered rugged watch,"Ultra durable with solar charging.",39999,INR,10,16,4.7,78,"[{""color"":""Black""}]","{""display"":""1.27 inch MIP"",""battery"":""Unlimited with solar"",""sensors"":""GPS, Heart Rate""}","[""garmin"",""solar"",""rugged""]","[{""rating"":5,""comment"":""Battery lasts forever""},{""rating"":5,""comment"":""Perfect for outdoors""}]"
WATCH045,Electronics,Smartwatch,Fire-Boltt,Ring,null,Unique smart ring watch,"Compact and stylish wearable.",3299,INR,20,70,4.2,98,"[{""color"":""Silver""}]","{""display"":""1.2 inch"",""battery"":""4 days"",""sensors"":""Heart Rate, SpO2""}","[""fire-boltt"",""ring"",""unique""]","[{""rating"":4,""comment"":""Very comfortable""},{""rating"":4,""comment"":""Unique design""}]"
WATCH046,Electronics,Smartwatch,Samsung,Galaxy Watch 6 Classic 47mm,null,Larger classic edition,"Premium rotating bezel with big display.",35999,INR,12,20,4.6,85,"[{""color"":""Black""}]","{""display"":""1.47 inch AMOLED"",""battery"":""2 days"",""sensors"":""BioActive Sensor""}","[""samsung"",""classic"",""large""]","[{""rating"":5,""comment"":""Love the rotating bezel""},{""rating"":4,""comment"":""Premium feel""}]"
WATCH047,Electronics,Smartwatch,Apple,Watch Ultra 3 Titanium,null,Top-tier rugged Apple Watch,"Ultimate adventure watch with longest battery and advanced sensors.",109999,INR,6,10,4.9,72,"[{""color"":""Titanium""}]","{""display"":""2.0 inch LTPO OLED"",""battery"":""48 hours"",""sensors"":""ECG, Blood Oxygen, Sleep Apnea, Depth Gauge"",""water_resistance"":""100m""}","[""apple"",""ultra"",""titanium"",""premium""]","[{""rating"":5,""comment"":""Built like a tank""},{""rating"":5,""comment"":""Best Apple Watch""}]"
WATCH048,Electronics,Smartwatch,Samsung,Galaxy Watch 8 Classic,null,Latest classic edition,"Elegant rotating bezel with powerful AI features.",37999,INR,10,22,4.6,89,"[{""color"":""Black""}]","{""display"":""1.5 inch AMOLED"",""battery"":""2.5 days"",""sensors"":""BioActive, ECG, AI Health"",""water_resistance"":""5ATM""}","[""samsung"",""classic"",""latest""]","[{""rating"":5,""comment"":""Premium rotating bezel""},{""rating"":4,""comment"":""Excellent health tracking""}]"
WATCH049,Electronics,Smartwatch,Boat,Lunar Nova,null,Stylish round dial watch,"Modern design with AMOLED display and calling.",2899,INR,20,80,4.3,134,"[{""color"":""Black""}]","{""display"":""1.43 inch AMOLED"",""battery"":""6 days"",""sensors"":""Heart Rate, SpO2"",""water_resistance"":""IP68""}","[""boat"",""round dial"",""stylish""]","[{""rating"":4,""comment"":""Beautiful round design""},{""rating"":4,""comment"":""Good performance""}]"
WATCH050,Electronics,Smartwatch,Xiaomi,Watch S4 Pro,null,Flagship Xiaomi smartwatch,"Premium build with excellent display and battery.",7999,INR,12,25,4.5,98,"[{""color"":""Silver""}]","{""display"":""1.47 inch AMOLED"",""battery"":""14 days"",""sensors"":""Heart Rate, SpO2, GPS"",""water_resistance"":""5ATM""}","[""xiaomi"",""flagship"",""premium""]","[{""rating"":5,""comment"":""Looks and feels premium""},{""rating"":4,""comment"":""Super long battery""}]"
EAR001,Electronics,Earbuds,Boat,Airdopes 141,null,Best budget TWS earbuds,"Clear sound with long battery and fast charging.",1299,INR,25,150,4.2,345,"[{""color"":""Black""},{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.0"",""battery"":""42 hours with case"",""water_resistance"":""IPX4"",""drivers"":""8mm""}","[""boat"",""tws"",""budget"",""wireless""]","[{""rating"":4,""comment"":""Good sound for price""},{""rating"":4,""comment"":""Long battery""}]"
EAR002,Electronics,Earbuds,Apple,AirPods Pro 2,null,Best premium TWS,"Excellent noise cancellation and spatial audio.",18999,INR,10,25,4.8,289,"[{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth"",""battery"":""30 hours with case"",""water_resistance"":""IP54"",""anc"":""Active""}","[""apple"",""airpods"",""premium"",""anc""]","[{""rating"":5,""comment"":""Best ANC in earbuds""},{""rating"":5,""comment"":""Seamless with iPhone""}]"
EAR003,Electronics,Earphones,Realme,Buds Wired,null,Best budget wired earphones,"Powerful bass with inline mic.",499,INR,30,200,4.1,412,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm Jack"",""mic"":""Inline"",""drivers"":""12mm""}","[""realme"",""wired"",""budget"",""bass""]","[{""rating"":4,""comment"":""Heavy bass""},{""rating"":4,""comment"":""Good for the price""}]"
EAR004,Electronics,Earbuds,Samsung,Galaxy Buds FE,null,Feature rich TWS earbuds,"Good sound with comfortable fit.",4299,INR,15,45,4.4,178,"[{""color"":""Black""},{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""30 hours"",""water_resistance"":""IPX2"",""anc"":""Active""}","[""samsung"",""galaxy buds"",""wireless""]","[{""rating"":5,""comment"":""Very comfortable""},{""rating"":4,""comment"":""Good ANC""}]"
EAR005,Electronics,Earbuds,Sony,WF-1000XM5,null,Best audio quality TWS,"Industry leading sound and noise cancellation.",22999,INR,12,18,4.7,134,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""24 hours"",""water_resistance"":""IPX4"",""anc"":""Active""}","[""sony"",""premium audio"",""anc""]","[{""rating"":5,""comment"":""Best sound quality""},{""rating"":5,""comment"":""Excellent ANC""}]"
EAR006,Electronics,Earphones,JBL,C100SI Wired,null,Popular wired earphones,"Signature JBL sound with durable build.",699,INR,22,180,4.3,267,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""10mm""}","[""jbl"",""wired"",""bass""]","[{""rating"":4,""comment"":""Nice bass""},{""rating"":4,""comment"":""Durable cable""}]"
EAR007,Electronics,Earbuds,OnePlus,Buds 3,null,Fast charging TWS,"Excellent sound with quick pairing.",4299,INR,18,55,4.5,198,"[{""color"":""Gray""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""44 hours"",""water_resistance"":""IP55"",""charging"":""10 mins = 10 hours""}","[""oneplus"",""buds"",""fast charging""]","[{""rating"":5,""comment"":""Super fast charging""},{""rating"":4,""comment"":""Balanced sound""}]"
EAR008,Electronics,Earbuds,Boat,Airdopes 300,null,Value TWS earbuds,"Good sound with gaming mode.",1799,INR,20,120,4.2,234,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""50 hours"",""water_resistance"":""IPX4"",""gaming_mode"":""Yes""}","[""boat"",""tws"",""gaming""]","[{""rating"":4,""comment"":""Low latency gaming""},{""rating"":4,""comment"":""Long battery""}]"
EAR009,Electronics,Earphones,Realme,Buds Classic Wired,null,Comfortable wired earphones,"Deep bass with tangle-free cable.",599,INR,25,160,4.2,189,"[{""color"":""Blue""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""12.4mm""}","[""realme"",""wired"",""bass""]","[{""rating"":4,""comment"":""Strong bass""},{""rating"":4,""comment"":""Comfortable""}]"
EAR010,Electronics,Earbuds,Sony,WF-C700N,null,Best mid-range ANC earbuds,"Good noise cancellation at affordable price.",8999,INR,15,40,4.5,145,"[{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""35 hours"",""water_resistance"":""IPX4"",""anc"":""Active""}","[""sony"",""anc"",""midrange""]","[{""rating"":5,""comment"":""Effective ANC""},{""rating"":4,""comment"":""Balanced audio""}]"
EAR011,Electronics,Earbuds,Noise,Buds VS104,null,Popular budget TWS,"Clear calls and decent sound.",1499,INR,22,130,4.1,256,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""30 hours"",""water_resistance"":""IPX5""}","[""noise"",""budget"",""tws""]","[{""rating"":4,""comment"":""Good for calls""},{""rating"":4,""comment"":""Value for money""}]"
EAR012,Electronics,Earphones,Sennheiser,CX 80S,null,Premium wired earphones,"Studio quality sound with deep bass.",2499,INR,18,65,4.6,112,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""10mm""}","[""sennheiser"",""premium"",""wired""]","[{""rating"":5,""comment"":""Crystal clear sound""},{""rating"":5,""comment"":""Excellent build""}]"
EAR013,Electronics,Earbuds,Apple,AirPods 4,null,Latest standard AirPods,"Improved sound and comfort.",12999,INR,10,30,4.6,167,"[{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth"",""battery"":""30 hours"",""water_resistance"":""IP54""}","[""apple"",""airpods"",""wireless""]","[{""rating"":5,""comment"":""Very comfortable""},{""rating"":4,""comment"":""Seamless experience""}]"
EAR014,Electronics,Earbuds,OnePlus,Nord Buds 3,null,Best value TWS,"Strong bass with fast charging.",2299,INR,20,90,4.4,198,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""43 hours"",""water_resistance"":""IP55""}","[""oneplus"",""nord buds"",""bass""]","[{""rating"":5,""comment"":""Punchy bass""},{""rating"":4,""comment"":""Good build""}]"
EAR015,Electronics,Earphones,JBL,C200SI,null,Best selling wired earphones,"Signature JBL powerful bass.",799,INR,25,220,4.3,289,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""10mm""}","[""jbl"",""wired"",""popular""]","[{""rating"":4,""comment"":""Heavy bass""},{""rating"":4,""comment"":""Durable""}]"
EAR016,Electronics,Earbuds,Boat,Airdopes 800,null,ANC TWS with strong bass,"Active Noise Cancellation with deep bass and long playtime.",3499,INR,18,65,4.4,178,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""40 hours"",""water_resistance"":""IPX5"",""anc"":""Active""}","[""boat"",""anc"",""bass""]","[{""rating"":5,""comment"":""ANC works well""},{""rating"":4,""comment"":""Powerful bass""}]"
EAR017,Electronics,Earphones,Sony,WI-C200,null,Lightweight wired earphones,"Balanced sound with comfortable neckband design.",1499,INR,20,95,4.3,156,"[{""color"":""Black""}]","{""type"":""Wired Neckband"",""connectivity"":""3.5mm"",""mic"":""Inline"",""battery"":""15 hours""}","[""sony"",""wired"",""neckband""]","[{""rating"":4,""comment"":""Very comfortable""},{""rating"":4,""comment"":""Clear sound""}]"
EAR018,Electronics,Earbuds,Realme,Buds Air 6,null,High performance TWS,"Fast charging with good sound quality.",2799,INR,15,70,4.4,134,"[{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""38 hours"",""water_resistance"":""IP55""}","[""realme"",""buds air""]","[{""rating"":5,""comment"":""Super fast charging""},{""rating"":4,""comment"":""Good sound""}]"
EAR019,Electronics,Earbuds,Samsung,Galaxy Buds 3,null,Latest Samsung TWS,"Premium sound and seamless Samsung integration.",12999,INR,12,28,4.6,112,"[{""color"":""Silver""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""30 hours"",""water_resistance"":""IP57"",""anc"":""Active""}","[""samsung"",""galaxy buds"",""premium""]","[{""rating"":5,""comment"":""Excellent fit""},{""rating"":5,""comment"":""Great with Samsung phones""}]"
EAR020,Electronics,Earphones,JBL,Quantum 50,null,Gaming wired earphones,"Strong bass with noise isolation.",1499,INR,18,80,4.3,145,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""12.4mm""}","[""jbl"",""gaming"",""wired""]","[{""rating"":4,""comment"":""Good for gaming""},{""rating"":4,""comment"":""Heavy bass""}]"
EAR021,Electronics,Earbuds,OnePlus,Nord Buds 2r,null,Best value TWS,"Balanced sound with fast charging.",1999,INR,22,110,4.3,198,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""38 hours"",""water_resistance"":""IP55""}","[""oneplus"",""nord buds"",""value""]","[{""rating"":4,""comment"":""Great sound for price""},{""rating"":4,""comment"":""Comfortable""}]"
EAR022,Electronics,Earbuds,Apple,AirPods 4 ANC,null,AirPods with Active Noise Cancellation,"Improved ANC and better sound.",14999,INR,10,22,4.7,134,"[{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth"",""battery"":""30 hours"",""water_resistance"":""IP54"",""anc"":""Active""}","[""apple"",""airpods"",""anc""]","[{""rating"":5,""comment"":""ANC is impressive""},{""rating"":5,""comment"":""Perfect with iPhone""}]"
EAR023,Electronics,Earphones,Boat,Bassheads 100,null,Super budget wired earphones,"Powerful bass at lowest price.",399,INR,30,250,4.1,378,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""10mm""}","[""boat"",""wired"",""budget"",""bass""]","[{""rating"":4,""comment"":""Insane bass""},{""rating"":4,""comment"":""Best under 500""}]"
EAR024,Electronics,Earbuds,Sony,LinkBuds S,null,Lightweight premium TWS,"Excellent sound with compact design.",14999,INR,15,25,4.6,89,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""20 hours"",""water_resistance"":""IPX4"",""anc"":""Active""}","[""sony"",""lightweight"",""premium""]","[{""rating"":5,""comment"":""Very light and comfortable""},{""rating"":4,""comment"":""Rich sound""}]"
EAR025,Electronics,Earbuds,Noise,Buds N1,null,ANC with stylish design,"Good noise cancellation at mid-range price.",2499,INR,20,75,4.3,167,"[{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""40 hours"",""water_resistance"":""IPX5"",""anc"":""Active""}","[""noise"",""anc""]","[{""rating"":4,""comment"":""ANC is decent""},{""rating"":4,""comment"":""Stylish look""}]"
EAR026,Electronics,Earphones,Realme,Buds 2 Neo,null,Affordable wired earphones,"Deep bass and comfortable fit.",599,INR,25,180,4.2,234,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""11.2mm""}","[""realme"",""wired"",""bass""]","[{""rating"":4,""comment"":""Punchy bass""},{""rating"":4,""comment"":""Good build""}]"
EAR027,Electronics,Earbuds,JBL,Wave Beam 2,null,Powerful bass TWS,"Signature JBL sound with deep bass.",3499,INR,18,55,4.4,145,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""32 hours"",""water_resistance"":""IP54""}","[""jbl"",""bass"",""wireless""]","[{""rating"":5,""comment"":""Heavy JBL bass""},{""rating"":4,""comment"":""Good battery""}]"
EAR028,Electronics,Earbuds,OnePlus,Buds Pro 3,null,Flagship OnePlus earbuds,"Excellent ANC and spatial audio.",8999,INR,12,30,4.6,98,"[{""color"":""Earbuds Green""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""43 hours"",""water_resistance"":""IP55"",""anc"":""Active""}","[""oneplus"",""pro"",""anc""]","[{""rating"":5,""comment"":""Outstanding ANC""},{""rating"":5,""comment"":""Premium sound""}]"
EAR029,Electronics,Earphones,Sennheiser,CX 300S,null,Premium wired earphones,"Studio-grade sound quality.",1999,INR,15,60,4.6,112,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""10mm""}","[""sennheiser"",""premium"",""wired""]","[{""rating"":5,""comment"":""Crystal clear audio""},{""rating"":5,""comment"":""Best wired under 2k""}]"
EAR030,Electronics,Earbuds,Boat,Airdopes Max,null,Ultra long battery TWS,"Massive battery backup with fast charging.",2199,INR,20,85,4.3,156,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""100 hours"",""water_resistance"":""IPX5""}","[""boat"",""long battery""]","[{""rating"":5,""comment"":""Battery is insane""},{""rating"":4,""comment"":""Good daily use""}]"
EAR031,Electronics,Earbuds,Boat,Airdopes 200 Plus,null,Compact TWS with strong bass,"Lightweight earbuds with clear sound and fast charging.",1499,INR,22,110,4.2,189,"[{""color"":""Black""},{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""35 hours"",""water_resistance"":""IPX4"",""drivers"":""10mm""}","[""boat"",""tws"",""compact""]","[{""rating"":4,""comment"":""Light and comfortable""},{""rating"":4,""comment"":""Good bass""}]"
EAR032,Electronics,Earbuds,Samsung,Galaxy Buds 3 Pro,null,Flagship Samsung earbuds,"Premium sound with intelligent ANC.",14999,INR,10,20,4.7,134,"[{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""30 hours"",""water_resistance"":""IP57"",""anc"":""Intelligent""}","[""samsung"",""pro"",""flagship""]","[{""rating"":5,""comment"":""Outstanding sound""},{""rating"":5,""comment"":""Best ANC""}]"
EAR033,Electronics,Earphones,JBL,C300SI,null,Durable wired earphones,"Powerful bass with tangle-free flat cable.",899,INR,25,160,4.3,245,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""10mm""}","[""jbl"",""wired"",""durable""]","[{""rating"":4,""comment"":""Strong bass""},{""rating"":4,""comment"":""Tangle free cable""}]"
EAR034,Electronics,Earbuds,Realme,Buds Air 7,null,High bass TWS earbuds,"Deep bass with 50dB ANC.",3999,INR,18,55,4.4,167,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""42 hours"",""water_resistance"":""IP55"",""anc"":""50dB""}","[""realme"",""buds air"",""anc""]","[{""rating"":5,""comment"":""Powerful bass""},{""rating"":4,""comment"":""Good ANC""}]"
EAR035,Electronics,Earbuds,Sony,WF-C500,null,Compact affordable TWS,"Balanced sound from Sony.",4999,INR,15,40,4.3,112,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.0"",""battery"":""20 hours"",""water_resistance"":""IPX4""}","[""sony"",""compact""]","[{""rating"":4,""comment"":""Clear Sony sound""},{""rating"":4,""comment"":""Comfortable fit""}]"
EAR036,Electronics,Earphones,Boat,Bassheads 225,null,Best neckband wired earphones,"Powerful bass with magnetic earbuds.",999,INR,20,140,4.2,198,"[{""color"":""Blue""}]","{""type"":""Wired Neckband"",""connectivity"":""3.5mm"",""mic"":""Inline"",""battery"":""20 hours""}","[""boat"",""neckband"",""bass""]","[{""rating"":4,""comment"":""Heavy bass""},{""rating"":4,""comment"":""Long battery""}]"
EAR037,Electronics,Earbuds,OnePlus,Buds Z2,null,Popular ANC earbuds,"Strong noise cancellation with good bass.",3299,INR,18,60,4.4,145,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""38 hours"",""water_resistance"":""IP55"",""anc"":""Active""}","[""oneplus"",""buds z"",""anc""]","[{""rating"":5,""comment"":""Effective ANC""},{""rating"":4,""comment"":""Good value""}]"
EAR038,Electronics,Earbuds,Noise,Buds VS401,null,ANC budget TWS,"Good noise cancellation at affordable price.",2299,INR,20,85,4.2,167,"[{""color"":""White""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""45 hours"",""water_resistance"":""IPX5"",""anc"":""Active""}","[""noise"",""anc"",""budget""]","[{""rating"":4,""comment"":""ANC is decent""},{""rating"":4,""comment"":""Long battery""}]"
EAR039,Electronics,Earphones,Sennheiser,Momentum M2 IEI,null,Premium in-ear wired earphones,"Audiophile grade sound quality.",5999,INR,12,25,4.7,89,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""Dynamic""}","[""sennheiser"",""premium"",""audiophile""]","[{""rating"":5,""comment"":""Rich detailed sound""},{""rating"":5,""comment"":""Best wired earphones""}]"
EAR040,Electronics,Earbuds,Boat,Airdopes Supreme,null,Ultra premium Boat TWS,"Flagship sound with ANC and spatial audio.",4999,INR,15,35,4.5,98,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""50 hours"",""water_resistance"":""IPX5"",""anc"":""Active""}","[""boat"",""supreme"",""flagship""]","[{""rating"":5,""comment"":""Premium sound""},{""rating"":4,""comment"":""Great features""}]"
EAR041,Electronics,Earphones,Realme,Buds Wireless 3,null,Stylish neckband earphones,"Good bass with 30 hours battery.",1499,INR,20,90,4.3,156,"[{""color"":""Black""}]","{""type"":""Wireless Neckband"",""connectivity"":""Bluetooth"",""battery"":""30 hours"",""water_resistance"":""IPX5""}","[""realme"",""neckband""]","[{""rating"":4,""comment"":""Comfortable""},{""rating"":4,""comment"":""Good sound""}]"
EAR042,Electronics,Earbuds,JBL,Tune Beam,null,Powerful bass TWS earbuds,"Signature JBL sound with deep bass.",3999,INR,18,50,4.4,134,"[{""color"":""Blue""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""36 hours"",""water_resistance"":""IP54""}","[""jbl"",""bass""]","[{""rating"":5,""comment"":""JBL bass is amazing""},{""rating"":4,""comment"":""Durable build""}]"
EAR043,Electronics,Earbuds,Xiaomi,Redmi Buds 5 Pro,null,Best value ANC earbuds,"Strong ANC with good sound.",3499,INR,20,75,4.4,178,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""38 hours"",""water_resistance"":""IP54"",""anc"":""Active""}","[""xiaomi"",""redmi"",""anc""]","[{""rating"":5,""comment"":""Great ANC for price""},{""rating"":4,""comment"":""Good battery""}]"
EAR044,Electronics,Earphones,Boat,Bassheads 242,null,In-ear wired earphones,"Deep bass with comfortable fit.",599,INR,25,200,4.2,267,"[{""color"":""Red""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""10mm""}","[""boat"",""wired"",""bass""]","[{""rating"":4,""comment"":""Punchy bass""},{""rating"":4,""comment"":""Good for daily use""}]"
EAR045,Electronics,Earbuds,Sony,WF-1000XM4,null,Legendary ANC earbuds,"Outstanding audio performance and noise cancellation.",16999,INR,15,22,4.6,98,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""24 hours"",""water_resistance"":""IPX4"",""anc"":""Active""}","[""sony"",""xm4"",""premium anc""]","[{""rating"":5,""comment"":""Legendary sound""},{""rating"":5,""comment"":""Top class ANC""}]"
EAR046,Electronics,Earbuds,Boat,Airdopes 170,null,Lightweight TWS earbuds,"Compact and comfortable with clear sound quality.",1199,INR,25,95,4.2,165,"[{""color"":""Black""},{""color"":""Blue""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""28 hours"",""water_resistance"":""IPX4"",""drivers"":""10mm""}","[""boat"",""lightweight"",""tws""]","[{""rating"":4,""comment"":""Very light and comfortable""},{""rating"":4,""comment"":""Decent sound""}]"
EAR047,Electronics,Earbuds,Samsung,Galaxy Buds 2,null,Popular Samsung TWS,"Balanced sound with comfortable fit.",6999,INR,15,35,4.5,142,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""29 hours"",""water_resistance"":""IPX7"",""anc"":""Active""}","[""samsung"",""galaxy buds""]","[{""rating"":5,""comment"":""Very comfortable""},{""rating"":4,""comment"":""Good ANC""}]"
EAR048,Electronics,Earphones,JBL,CXT90,null,In-ear wired earphones,"Powerful bass with durable build.",1299,INR,20,110,4.3,178,"[{""color"":""Black""}]","{""type"":""Wired"",""connectivity"":""3.5mm"",""mic"":""Inline"",""drivers"":""10mm""}","[""jbl"",""wired"",""bass""]","[{""rating"":4,""comment"":""Strong bass""},{""rating"":4,""comment"":""Reliable wired option""}]"
EAR049,Electronics,Earbuds,Realme,Buds T110,null,Best budget gaming TWS,"Low latency with strong bass.",1799,INR,22,85,4.3,156,"[{""color"":""Yellow""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.3"",""battery"":""40 hours"",""water_resistance"":""IPX5"",""gaming_mode"":""Yes""}","[""realme"",""gaming"",""budget""]","[{""rating"":4,""comment"":""Low latency good for gaming""},{""rating"":4,""comment"":""Nice color options""}]"
EAR050,Electronics,Earbuds,Sony,WF-C700N,null,Mid-range ANC earbuds,"Sony sound with effective noise cancellation.",7999,INR,15,40,4.5,98,"[{""color"":""Black""}]","{""type"":""TWS"",""connectivity"":""Bluetooth 5.2"",""battery"":""35 hours"",""water_resistance"":""IPX4"",""anc"":""Active""}","[""sony"",""anc"",""midrange""]","[{""rating"":5,""comment"":""Good noise cancellation""},{""rating"":4,""comment"":""Balanced audio""}]"
